CATAID redshift SurfaceDensity CountInCyl AGEDenPar
   15309  0.07864   0.17700    0.0000   0.33700
   15317  0.05584   0.35700    0.0000   0.81800
   15326  0.05575   0.36000    0.0000   0.89700
   15339  0.05270   0.38700    0.0000   0.28900
   15346  0.07590   0.12000    0.0000 0.0070000
   15379  0.05024   0.13700    0.0000  0.038000
   15418  0.05500   0.51300    1.0000    1.5870
   15444  0.05533   0.36800    0.0000    1.4290
   15481  0.05494   0.62000    1.2170    1.2890
   15497  0.05520   0.64600    2.4350    1.8730
   15509  0.05467   0.66600    2.4350    1.2370
   15516  0.05557   0.31300    2.1480    1.4510
   15537  0.05475   0.35900    2.1480   0.90400
   15631  0.05689   0.30900    1.0740   0.34100
   15630  0.06608  0.069000    0.0000  0.056000
   15766  0.05585   0.33300    0.0000    1.1940
   15800  0.05589   0.30400    0.0000    1.3700
   15823  0.05784   0.32300    0.0000   0.20700
   15847  0.05788   0.37700    1.0800   0.25100
   15855  0.05751   0.42200    1.0480   0.41500
   15852  0.05784   0.35300    1.0480   0.26000
   15898  0.05764   0.73000    2.0000   0.41700
   15992  0.05696    1.9080    5.2940    1.6950
   16026  0.05460   0.81100    1.0000   0.78900
   16050  0.05463    1.2400    4.2860    1.2800
   16065  0.05479   0.67800    2.1430    1.3140
   16243  0.07208   0.30200    1.0000   0.29200
   16254  0.07228   0.18600    0.0000   0.11400
   16327  0.07905   0.71400    4.2860    1.4050
   16330  0.07884   0.41200    2.0000    1.2130
   16354  0.07954    2.0450    5.3570    1.3980
   16362  0.07905    1.8310    5.0000    1.5630
   16386  0.07937   0.88700    3.2000    1.3730
   16383  0.07905    1.3750    4.0000    1.5590
   16416  0.06246  0.021000    0.0000   -999.90
   16428  0.07282   0.15400    0.0000   0.19500
   16487  0.05662   0.16900    4.0000   0.72700
   16507  0.05671   0.14300    3.0000   0.51500
   16519  0.05767   0.17800    4.0000   0.74500
   16521  0.05626   0.16600    4.0000   0.39000
   16522  0.07325  0.050000    0.0000   0.16400
   16523  0.05771   0.12700    4.2860   0.68000
   16534  0.05756   0.17400    4.0000   0.80500
   16537  0.05708   0.18100    4.0000   0.97700
   16561  0.05697   0.15000    4.4620   0.97600
   16566  0.07999    1.7280    5.0000   0.55200
   16567  0.07901    8.5830    6.2070    1.3790
   16570  0.07875    2.8620    6.3000    1.2240
   16590  0.05918   0.11400    4.0000   -999.90
   16594  0.07929    9.6370    7.2410    1.5820
   16607  0.05851  0.099000    0.0000  0.039000
   16623  0.06424  0.021000    0.0000   -999.90
   16739  0.05805  0.058000    0.0000  0.090000
   16792  0.05091   0.21000    0.0000   0.36100
   16838  0.07944   0.11000    0.0000   0.26400
   16919  0.07093  0.065000    0.0000  0.038000
   16926  0.05115   0.19500    0.0000   0.26500
   16982  0.07133   0.11700    0.0000   0.26000
   17047  0.05645  0.056000    0.0000   0.21100
   17138  0.07139  0.090000    0.0000  0.087000
   17188  0.07586  0.059000    0.0000  0.072000
   17215  0.07617  0.072000    0.0000   0.20000
   17273  0.06981  0.022000    0.0000  0.038000
   17293  0.06562   0.19000    1.0000   0.24100
   17294  0.06515  0.038000    0.0000   0.12400
   17430  0.06972    1.1080    0.0000   -999.90
   21788  0.07778    6.3150    1.0000   -999.90
   21802  0.07804    39.086    0.0000   -999.90
   21809  0.07428    2.0040    6.0000   -999.90
   21810  0.07569    1.4240    4.1670   -999.90
   21832  0.07502    2.1640    6.0000   -999.90
   21856  0.07713   0.95300    1.0420    1.4290
   21885  0.07573   0.40400    2.0000    1.3320
   21887  0.07531   0.46800    2.0000    1.1510
   21883  0.07887   0.45700    2.0000   0.39200
   21884  0.05209  0.053000    0.0000   -999.90
   21901  0.07479   0.44800    2.0000   0.63400
   21929  0.07605   0.83600    3.0000    2.6800
   21930  0.07670    1.2920    4.0000    3.0650
   21933  0.07591    1.2950    4.0000    2.4660
   21945  0.07597    1.1790    3.0000    2.4290
   21953  0.07826    1.0520    4.0000    1.0940
   21954  0.07833    3.6710    5.0000    1.6500
   21963  0.07783    4.1500    5.0000    2.4410
   21964  0.07644    4.1690    5.0000    2.9930
   21978  0.07860    4.6590    5.0000    1.0540
   21993  0.07794   0.98900    2.0000    2.7240
   21990  0.07630   0.81900    4.0000    2.6800
   21994  0.07491    1.0050    3.0000   0.39400
   22000  0.06160  0.023000    0.0000   -999.90
   22034  0.07816   0.51900    0.0000    1.6270
   22065  0.06971  0.016000    0.0000   -999.90
   22071  0.07618   0.21600    1.0000    1.1780
   22093  0.06342  0.024000    0.0000   -999.90
   22121  0.07703   0.21400    0.0000   0.49000
   22119  0.06125  0.024000    0.0000  0.028000
   22137  0.07675   0.21100    0.0000   0.62800
   22240  0.06466  0.017000    0.0000   -999.90
   22341  0.07842   0.21900    0.0000   0.32300
   22384  0.07748   0.25500    0.0000   0.34100
   22454  0.07959   0.30300    2.0000    1.0600
   22456  0.07874   0.43100    3.0000    1.0380
   22457  0.07962   0.41900    3.0000    1.3490
   22463  0.07983   0.33600    3.1870    1.2470
   22466  0.07977   0.78900    2.0000    1.5380
   22479  0.07454  0.089000    0.0000 0.0040000
   22480  0.07912   0.50200    2.0000    1.4280
   22499  0.06291  0.017000    0.0000   -999.90
   22574  0.07888    4.9380    9.0000    2.2410
   22582  0.07910    3.0790    9.0000    1.7550
   22595  0.07963    4.0800    8.0000    1.7840
   22596  0.07925    3.8130    8.0000    1.8160
   22598  0.07941    22.812    8.0000    2.2260
   22597  0.07913    25.635    9.0000    2.0340
   22589  0.07990    7.2010    9.0000    1.2500
   22599  0.07838    2.4670    5.0000    1.3450
   22622  0.07925    8.3530    9.0000    2.1920
   22633  0.07178  0.018000    0.0000   -999.90
   22634  0.07239  0.017000    1.0000  0.090000
   22638  0.07917    2.4720    8.5330    1.9080
   22652  0.07895    4.8730    5.3330    2.0500
   22684  0.07011  0.019000    1.0000   -999.90
   22734  0.07733   0.30100    0.0000   0.15700
   22735  0.07762   0.29900    0.0000   0.29300
   22739  0.06431   0.28600    0.0000   0.11000
   22757  0.07764   0.30900    0.0000   0.31300
   22758  0.05226  0.034000    0.0000  0.011000
   22783  0.06399   0.38100    2.1330   0.27000
   22836  0.07902   0.44900    2.0000    1.3430
   22849  0.07988   0.39400    2.0000    1.3180
   22853  0.06568   0.85000    1.0670   0.63700
   22852  0.06576   0.53900    1.0000   0.58700
   22859  0.05014   0.35300    1.0000   0.39900
   22883  0.06540   0.42700    1.0670   0.30900
   22884  0.06592   0.59400    2.1330   0.62900
   22916  0.06638   0.45600    1.0000   0.52200
   22915  0.07993   0.89500    2.3080    1.9210
   22935  0.06556   0.31600    1.0330   0.33200
   22936  0.06497   0.51000    2.1330   0.31400
   22965  0.06580   0.27000    1.0000   0.48000
   22989  0.07963   0.62000    1.0000    2.2330
   23038  0.07972    1.0880    4.0000    2.6400
   23047  0.07949    1.3060    4.1900    2.8490
   23077  0.07916   0.85100    2.0000    2.4220
   23075  0.05006   0.22200    0.0000   0.35400
   23082  0.07981   0.71100    2.0000    1.8700
   23096  0.07907   0.57500    3.1760    2.4930
   23291  0.07986   0.96200    3.0000    3.3790
   23341  0.07957   0.67400    1.0000    2.5470
   23346  0.06691  0.019000    0.0000  0.029000
   23375  0.07845    3.2770    7.0000    2.6880
   23381  0.07938    3.0150    5.0000    2.9740
   23391  0.07839    3.5910    5.3120    2.2650
   23393  0.07905    3.5880    5.3120    2.8210
   23392  0.07909    2.1690    6.0000    3.6260
   23409  0.07862    1.7130    5.0000    2.9270
   23483  0.07814   0.63100    1.0360    1.6730
   23499  0.05029  0.029000    1.0000   0.33200
   23501  0.07817   0.50300    2.0000    1.6210
   23495  0.05036  0.037000    1.0000   0.32700
   23498  0.05037  0.032000    1.0000   0.32200
   23601  0.07856   0.83400    3.0000    1.0710
   23616  0.07937   0.57800    3.0000   0.81100
   23619  0.07780   0.54700    2.0000   0.34600
   23623  0.07902   0.49600    2.0000   0.53900
   23625  0.07938   0.50700    3.0000   0.79400
   23621  0.07862   0.60400    3.0000    1.0300
   23629  0.07813   0.50100    3.1110   0.79000
   23630  0.07850   0.45400    3.0000   0.94800
   23645  0.07778   0.46500    3.1110   0.63200
   23648  0.07743   0.70600    3.0000   0.43000
   23650  0.07824   0.55900    3.0000    1.0320
   23651  0.07938   0.41900    3.0000   0.80400
   23751  0.07999   0.15900    1.0000   0.53100
   23968  0.07582   0.48800    1.0670    1.1070
   23971  0.07612   0.44100    1.0000    1.0140
   23998  0.07927   0.73600    0.0000   0.47600
   24013  0.05130  0.033000    2.0000   0.13500
   24017  0.07574    1.0760    3.0000    1.0530
   24018  0.07633   0.52700    1.0000    1.1860
   24026  0.07628   0.44600    1.0000    1.0230
   24031  0.05141  0.034000    3.0000   0.32700
   24058  0.05155  0.036000    2.0000   0.29900
   24060  0.07912   0.49900    1.0000   0.49600
   24061  0.07597    1.6770    5.0000    1.6270
   24062  0.07563   0.56100    0.0000    1.1720
   24075  0.07535   0.55500    0.0000   0.74900
   24076  0.07625    1.5750    4.0000    1.7420
   24080  0.06621  0.018000    0.0000  0.018000
   24130  0.07565   0.47300    2.0000    1.1710
   24131  0.07821   0.93800    2.1480   0.27300
   24156  0.07723   0.81400    0.0000   0.48000
   24279  0.07905   0.51200    0.0000   0.79400
   24289  0.05161  0.032000    0.0000  0.075000
   24372  0.07574    1.2920    3.2140   0.99900
   24382  0.07942    2.2310    12.800    2.8150
   24400  0.07554    5.2190    6.0000    1.0080
   24401  0.07982    1.1720    3.1760    2.8580
   24416  0.07458    2.0490    5.0000   0.37000
   24425  0.07553    2.2850    7.0000    1.1620
  751313  0.07683  0.032000    0.0000   0.12400
   28725  0.05443   0.43000    0.0000    1.3100
   28739  0.07146  0.029000    0.0000 0.0050000
   28743  0.05213   0.72200    4.0000  0.066000
   28742  0.05364   0.66600    4.0000    1.3950
   28758  0.07861  0.077000    0.0000   0.21400
   28759  0.07833   0.14000    1.0620   0.47000
   28775  0.06060  0.034000    0.0000 0.0050000
   28783  0.07917   0.18700    0.0000   0.43900
   28790  0.05413    4.3690    8.0000    3.5840
   28798  0.05429    4.1070    9.0000    4.0720
   28831  0.07683   0.19000    0.0000   0.10700
   28837  0.05557    2.2270    5.2630    2.0890
  230260  0.06874    1.1210    2.0000   -999.90
  230262  0.06839    2.0790    2.0000   -999.90
  230274  0.06897    29.637    2.0000   -999.90
  230351  0.07870    25.796    0.0000   -999.90
  230422  0.07889    1.4440    2.0000   -999.90
  230420  0.06783   0.66500    0.0000   -999.90
  230455  0.07883    3.6270    7.0000   -999.90
  230461  0.07905    7.3390    7.0000   -999.90
  230526  0.07931   0.56000    3.0000   -999.90
  230556  0.07883   0.82700    6.0000   -999.90
  230558  0.07826    1.0740    6.0000   -999.90
  230571  0.06719    1.3460    0.0000   -999.90
  230623  0.07832   -999.90   -999.90   -999.90
  230720  0.06718    8.3700    0.0000   -999.90
  230903  0.07843   0.54400    1.0000   -999.90
  230904  0.07822   0.58000    1.0000   -999.90
  230928  0.07775    2.0140    0.0000   -999.90
  231042  0.07920    11.771    0.0000   -999.90
  231064  0.06719    47.753    0.0000   -999.90
  231123  0.07987    2.2610    1.0000   -999.90
  231125  0.07745    1.8890    2.0000   -999.90
  231509  0.07618    1.6540    2.0000   -999.90
  231528  0.07830    1.1360    2.0000   -999.90
  231529  0.07817    1.2500    2.0000   -999.90
  231570  0.05087    1.6480    1.0000   -999.90
  231573  0.05110    2.5830    0.0000   -999.90
  231760  0.07622    10.706    0.0000   -999.90
  231825  0.07967    1.4940    0.0000   -999.90
  231962  0.07774    2.5940    0.0000   -999.90
  238115  0.05002   0.22900    2.0000   0.24100
  238159  0.05505    1.7880    8.0000    4.2930
  238198  0.05620    21.534    14.000    3.3690
  238203  0.05538    14.978    18.133    5.7790
  238204  0.05505    12.118    17.067    6.4870
  238211  0.05395    9.6220    14.000    5.1510
  238212  0.05527    9.0710    14.000    5.9990
  238213  0.05420    10.365    14.000    5.2200
  238208  0.05376    20.451    16.000    4.8830
  238216  0.05799    3.7580    9.1430   0.18500
  238217  0.05447    21.902    15.000    6.0840
  238214  0.05394    27.508    15.000    5.5920
  238218  0.05335    20.670    15.000    2.3140
  238221  0.05456    8.8650    13.000    6.3580
  238226  0.05451    10.250    11.000    6.5270
  238278  0.05541    2.8610    10.625    6.3420
  238276  0.05555    4.1110    11.000    5.2060
  238282  0.05490    3.2530    11.687    8.5320
  238316  0.05444    4.0880    11.000    7.5810
  238326  0.05764    3.1140    9.6000   0.95700
  238325  0.05495    2.5870    12.800    9.2730
  238350  0.05469    4.2050    12.000    7.3160
  238358  0.05490    7.4090    14.000    8.6440
  238360  0.05647    3.2440    11.000    6.2580
  238365  0.05591    14.915    15.000    6.8540
  238367  0.05658    9.2040    17.000    7.1620
  238368  0.05565    11.162    13.000    7.5130
  238369  0.05680    8.0210    14.000    5.3110
  238393  0.05656    9.6690    15.000    7.0370
  238402  0.05458    6.4390    18.000    8.3500
  238406  0.05662    7.8140    14.000    7.0090
  238413  0.05671    9.3390    14.000    6.2850
  238414  0.07758   0.13800    2.0000   0.17300
  238458  0.07844   0.15700    1.1430   0.38900
  238496  0.05542    2.5070    9.5000    7.0720
  238500  0.05500    2.6700    9.5000    6.7910
  238540  0.07864   0.44400    0.0000   0.39900
  238608  0.06645   0.18300    0.0000   0.14100
  238720  0.07954   0.60600    2.0000   0.83600
  239108  0.06838  0.065000    2.0000   0.19500
  239154  0.06538  0.066000    2.2000  0.057000
  239186  0.05621   0.27000    1.0670   0.93100
  239212  0.05566   0.24200    0.0000   0.70900
  239218  0.05618   0.34500    1.0770   0.64900
  239260  0.05560   0.30700    1.0400   0.83200
  239568  0.07219   0.10500    0.0000   0.14400
  239720  0.05653  0.088000    0.0000   0.17800
  239719  0.05649  0.091000    1.0000   0.38800
  240051  0.05973  0.045000    0.0000  0.050000
  240088  0.07916   0.26700    1.0560    1.0130
  240114  0.05946 0.0080000    0.0000   0.15300
  240365  0.07094   0.12000    0.0000   0.18000
  240399  0.07485  0.059000    0.0000  0.031000
  240452  0.06987   0.12800    0.0000   0.23000
  240464  0.06997   0.13800    1.0590   0.46800
  240500  0.07613  0.023000    0.0000 0.0040000
  249460  0.07428    20.715    1.0000   -999.90
  249822  0.05210   0.81900    0.0000   0.22300
  249823  0.07004  0.015000    0.0000  0.079000
  249829  0.07822   0.18200    0.0000   0.25800
  249915  0.05524    1.1300    3.2000    3.3560
  249973  0.05184    1.3350    3.0000   0.32700
  250025  0.05263    3.5470    9.0000    1.4140
  250038  0.05402    2.2700    7.0000    5.2190
  250046  0.05294    1.9640    6.0000    2.0540
  250076  0.05524    2.8250    9.6430    8.0800
  250088  0.05498    2.2010    6.0000    8.0440
  250114  0.07863   0.20300    0.0000   0.27200
  250122  0.05553    6.7050    16.000    8.4650
  250131  0.05541    8.6220    12.467    10.373
  250134  0.05584    3.0210    9.0000    8.4860
  250171  0.05212    6.8130    16.071    2.9870
  250179  0.05239    4.6200    18.000    3.7480
  250181  0.05266    6.6030    22.500    6.0010
  250182  0.05484    5.9860    31.072    7.3840
  250183  0.05977    1.8440    5.3570  0.055000
  250184  0.05626    9.4410    19.000    7.3950
  250186  0.05832    6.0690    17.067   0.49200
  250190  0.05539    10.302    28.800    9.2790
  250189  0.05888    6.4180    13.000   0.31500
  250192  0.05682    12.047    20.000    5.7480
  250207  0.05839    9.7170    14.000   0.29400
  250219  0.05468    9.8630    26.000    6.5300
  250233  0.05716    12.473    21.177    4.8710
  250234  0.05692    13.760    21.177    6.3580
  250235  0.05506    40.991    31.765    8.5970
  250236  0.05640    21.313    23.294    8.1360
  250232  0.05088    12.954    15.882   0.33900
  250237  0.05338    32.963    26.471    6.5490
  250239  0.05557    56.187    27.000    8.1900
  250241  0.05395    28.797    28.000    7.1820
  250249  0.05203    46.754    17.000    1.8140
  250246  0.05608    76.596    26.000    6.9070
  250251  0.05631    71.416    24.211    6.5470
  250243  0.05539    25.630    27.000    9.0310
  715643  0.05009    8.5070    11.000   0.10000
  250255  0.05576    115.51    26.000    8.4770
  250257  0.05697    45.582    20.000    5.5650
  250258  0.05963    6.6370    9.4740   0.30700
  250247  0.05282    50.547    21.000    5.0040
  250244  0.05594    20.878    25.000    8.4630
  250261  0.05238    31.078    22.105    4.4230
  250245  0.05552    65.767    27.000    8.7200
  250271  0.05950    7.0970    8.5710   0.30300
  250270  0.05242    32.283    22.105    4.2870
  250277  0.05900    3.6550    9.0000  0.080000
  250291  0.05218    19.922    18.000    3.1280
  250300  0.05487    15.344    33.143    9.5380
  250301  0.05967    3.7900    7.0000   0.27600
  250306  0.05843    13.254    14.625   0.32700
  250307  0.05466    19.186    28.000    7.1140
  250326  0.05642    12.837    24.750    7.6090
  250329  0.05305    6.8290    26.389    4.5820
  250331  0.05292    8.4790    21.111    4.1260
  250332  0.05356    5.4760    23.222    6.8350
